IQVIA ID,chem_city,chem_state,chem_pincode,chem_name,chem_address,chem_lat,chem_long,chemist_record_index,chemist_id,original_id,chemist_name,chemist_pincode,chemist_latitude_original,chemist_longitude_original,chemist_latitude,chemist_longitude,rejection_reason,coordinate_corrected,coordinate_source
AHM000019,AHMEDABAD,GUJRAT,382210,GALAXY MEDICAL & PRO STORE,"NR. DIMOND SCHOOL SARKEJ KHARAKUWA OPP. DR S V THKORE HOSPT,",37.5003164,-122.2424269,1939,AHM000019,AHM000019,GALAXY MEDICAL & PRO STORE,382210,37.5003164,-122.2424269,37.5003164,-122.2424269,outside_india_bounding_box,,original
AHM000127,AHMEDABAD,GUJRAT,380008,MANAN MEDICAL GEN STORES,8/SHARDA RAW HOUSE HIRABHAI TOWER/MANINAGAR NR.PRASANG PARTY PLAT A-BAD,42.1087997,-87.9226194,2048,AHM000127,AHM000127,MANAN MEDICAL GEN STORES,380008,42.1087997,-87.9226194,42.1087997,-87.9226194,outside_india_bounding_box,,original
AHM000161,AHMEDABAD,GUJRAT,382443,SHRIJI MEDICAL & PROV.STORES-1,MIRAL SHOPPING CENTRE NR.NAMRATA SOCIETYPARASNAGAR ISANPUR VATVA ROADISANPUR VATVA ROAD,51.51855419999999,-0.6070325,2081,AHM000161,AHM000161,SHRIJI MEDICAL & PROV.STORES-1,382443,51.51855419999999,-0.6070325,51.51855419999999,-0.6070325,outside_india_bounding_box,,original
AHM000266,AHMEDABAD,GUJRAT,382440,NEEL MEDI. GEN. STORES,G-21-G.F. NANADVAN RESIDENCY VATVA OPP.CHANDAN NAGAR-2 BHAMARIO KUVO AHMEDABAD 382440,23.55979236573434,32.15770737905076,2188,AHM000266,AHM000266,NEEL MEDI. GEN. STORES,382440,23.55979236573434,32.15770737905076,23.55979236573434,32.15770737905076,outside_india_bounding_box,,original
AHM000479,AHMEDABAD,GUJRAT,380024,SHRIJI MEDICAL & GENERAL STOR,"A-102, G.F YOGESHWAR APPART BAPUNAGAR/KAKADIA HOSPITAL OPP.L.B.H.ROAD, AHMEDABAD,",51.51855419999999,-0.6070325,2401,AHM000479,AHM000479,SHRIJI MEDICAL & GENERAL STOR,380024,51.51855419999999,-0.6070325,51.51855419999999,-0.6070325,outside_india_bounding_box,,original
AHM001099,AHMEDABAD,GUJRAT,382418,M.J.MEDICAL & GENRAL STORES,"SHOP NO.7,GAYATRI CHEMBERS NR.SWASTIK MALL,VASTRAL ROAD VASTRAL,AHMEDABAD,",50.2500949,-5.0449319,3031,AHM001099,AHM001099,M.J.MEDICAL & GENRAL STORES,382418,50.2500949,-5.0449319,50.2500949,-5.0449319,outside_india_bounding_box,,original
AHM001307,AHMEDABAD,GUJRAT,380028,AL SHIFA MEDICAL & PRO. STORE,URESH COMPLEX DANILIMDA CROSS ROAD O KALAPI DANILIMDA CROSS ROAD DANILIMDA,53.4338517,-2.229315,3239,AHM001307,AHM001307,AL SHIFA MEDICAL & PRO. STORE,380028,53.4338517,-2.229315,53.4338517,-2.229315,outside_india_bounding_box,,original
AHM001464,AHMEDABAD,GUJRAT,380023,PARKAR MEDICAL & PROVISION STO,"MODASA AHMEDABAD HIGHWAY RAKHIAL STATION,DIS.-DEHGAM RAKHIAL,",41.3818642,-73.5159159,3398,AHM001464,AHM001464,PARKAR MEDICAL & PROVISION STO,380023,41.3818642,-73.5159159,41.3818642,-73.5159159,outside_india_bounding_box,,original
AHM001704,AHMEDABAD,GUJRAT,380001,RUBY MEDICAL & PRO. STORE,"1561,KHATRI VAS,SURVAY NO.2302 TANA.NO.0112670161001-H,VAISYA SHABHA,JAMALPUR ROAD,AHMEDABAD, 380001",0.3336345,32.6022206,3639,AHM001704,AHM001704,RUBY MEDICAL & PRO. STORE,380001,0.3336345,32.6022206,0.3336345,32.6022206,outside_india_bounding_box,,original
AHM001939,AHMEDABAD,GUJRAT,380028,KISRA MEDICAL & GENREL STORE,"OPP.CHOKIDAR BAWA'S DARGAH SHAHALAM,AHMEDABAD,",3.16298,101.6484502,3875,AHM001939,AHM001939,KISRA MEDICAL & GENREL STORE,380028,3.16298,101.6484502,3.16298,101.6484502,outside_india_bounding_box,,original
AHM002649,AHMEDABAD,GUJRAT,380021,OJAS MED.& GEN.STORES,"519,NR.OJAS HOSPITAL RAKHIAL,9825137766 NR.DYNASOR CIRCEL, AHMEDABAD,",31.2197599,121.4559967,4585,AHM002649,AHM002649,OJAS MED.& GEN.STORES,380021,31.2197599,121.4559967,31.2197599,121.4559967,outside_india_bounding_box,,original
AHM003228,AHMEDABAD,GUJRAT,380015,WELLSPRING MEDICAL & PROVISION,"410,4TH FLORE TITANIUM CITY CENTRE OPP-SEEMA HALL,ANANDNAGAR,SATELLITE, AHMEDABAD,",55.0371685,-1.5639903,5165,AHM003228,AHM003228,WELLSPRING MEDICAL & PROVISION,380015,55.0371685,-1.5639903,55.0371685,-1.5639903,outside_india_bounding_box,,original
AHM004995,AHMEDABAD,GUJRAT,382440,NAHAM MEDICAL & PROVISION STOR,"56, SHAHALLAM NAGAR VATVA OPP. GOKUL PARK, AHMEDABAD, 380045",38.9026415,-77.0453089,6935,AHM004995,AHM004995,NAHAM MEDICAL & PROVISION STOR,382440,38.9026415,-77.0453089,38.9026415,-77.0453089,outside_india_bounding_box,,original
AHM005978,AHMEDABAD,GUJRAT,380051,APPOLO PHARMACY DC GOTA ABD,GROUND FLOOR NR. TRIDEV TENAMENTOPP. BALIYADEV TEMPLE OGNAG AHMEDABAD AHMEDABAD,38.9071923,-77.0368707,7918,AHM005978,AHM005978,APPOLO PHARMACY DC GOTA ABD,380051,38.9071923,-77.0368707,38.9071923,-77.0368707,outside_india_bounding_box,,original
AHM006571,AHMEDABAD,GUJRAT,380013,HONEST MEDICAL & GENERAL STOR,"T-18 SHANTINAGAR SOC USMANPURA SANJAY PATEL-9825885008,",33.2073584,-117.2912426,8511,AHM006571,AHM006571,HONEST MEDICAL & GENERAL STOR,380013,33.2073584,-117.2912426,33.2073584,-117.2912426,outside_india_bounding_box,,original
BHP003544,BHOPAL,MADHYA PRADESH,462021,NIMIT MEDICAL,BYPASS ROAD N/ STATE BANK OF INDIA SANTOSH VIHAR AYODHAYA BYPASS,43.1938516,-71.5723953,15531,BHP003544,BHP003544,NIMIT MEDICAL,462021,43.1938516,-71.5723953,43.1938516,-71.5723953,outside_india_bounding_box,,original
BNG000101,BANGALORE,KARNATAKA,560049,HEALTH PLUS MEDICAL & GEN STOR,"NO.44 GROUND FLOOR SHNO 5 NEAR ST ANTHONYS CHURCH TC PALYA MAIN ROAD, KR PURAM BANGALORE,",49.8617776,-97.07665949999999,16295,BNG000101,BNG000101,HEALTH PLUS MEDICAL & GEN STOR,560049,49.8617776,-97.07665949999999,49.8617776,-97.07665949999999,outside_india_bounding_box,,original
BNG000256,BANGALORE,KARNATAKA,560043,R.K.PHARMA & RETAIL MEDICALS,"KN.1157/2 DR.RAJKUMAR CIRCLE KALKERI RAMMURTHY NG RD,NEAR BUS STOP, BANGALORE, 560043",41.07819970000001,-74.01893799999999,16454,BNG000256,BNG000256,R.K.PHARMA & RETAIL MEDICALS,560043,41.07819970000001,-74.01893799999999,41.07819970000001,-74.01893799999999,outside_india_bounding_box,,original
BNG000902,BANGALORE,KARNATAKA,560022,SRI SAI KRUPA MEDICAL,"NEW NO 1-1,OLD 801,1ST B MN RD GOKULA 1ST STAGE,4TH PHASE PIPELINE RD,LN CNY.YPR, B- 22, 001/098/2017/DSRT/153160,",44.977753,-93.2650108,17107,BNG000902,BNG000902,SRI SAI KRUPA MEDICAL,560022,44.977753,-93.2650108,44.977753,-93.2650108,outside_india_bounding_box,,original
BNG001027,BANGALORE,KARNATAKA,560032,PHYSIO MED & GEN STORES,"1/26 VISHWANATH NAGENAHALLI MAIN ROAD R.T.NAGAR POST BANGALORE, R T NAGAR, R.T.NAGAR",53.77734950000001,-1.5848741,17233,BNG001027,BNG001027,PHYSIO MED & GEN STORES,560032,53.77734950000001,-1.5848741,53.77734950000001,-1.5848741,outside_india_bounding_box,,original
BNG002348,BANGALORE,KARNATAKA,560066,SATYA SAI MED & GEN STRS,"PLOT NO.95,EPIP AREA WHITEFIELD POST BANGALORE, WHITEFIELD,KRIS, WHITEFIELD,KRIS",40.3047679,-75.8549841,18560,BNG002348,BNG002348,SATYA SAI MED & GEN STRS,560066,40.3047679,-75.8549841,40.3047679,-75.8549841,outside_india_bounding_box,,original
BNG002846,BANGALORE,KARNATAKA,560016,MEDI GLOBE MEDICAL & GEN STO,"SY NO.3/8/4/9/72,SHOP NO.1 DOORAVANI NAGARD.R.M.NAGAR OPP.SUDHA SAGAR HOTEL, BENGALURU, 560016",47.79736,12.23111,19059,BNG002846,BNG002846,MEDI GLOBE MEDICAL & GEN STO,560016,47.79736,12.23111,47.79736,12.23111,outside_india_bounding_box,,original
BNG002884,BANGALORE,KARNATAKA,560024,SHRI SAI MED & GEN.STRS,"NO.626,2ND CROSS,3RD MAIN HEBBAL,POLICE STATION ROAD BANGALORE, HEBBAL, HEBBAL",40.3047679,-75.8549841,19097,BNG002884,BNG002884,SHRI SAI MED & GEN.STRS,560024,40.3047679,-75.8549841,40.3047679,-75.8549841,outside_india_bounding_box,,original
BNG003625,BANGALORE,KARNATAKA,560077,A 1 MEDICAL GENERAL STORES,NO.780 1ST MAIN 2ND CROSS R.K. HEGDE NAGAR NEAR TIPPU MASJID BENGALURU 560077,34.169096,-79.7607611,19840,BNG003625,BNG003625,A 1 MEDICAL GENERAL STORES,560077,34.169096,-79.7607611,34.169096,-79.7607611,outside_india_bounding_box,,original
BNG003930,BANGALORE,KARNATAKA,560050,SAI MED & GEN STRS,"NO.884,RAGAVENDRA BLOCK SRINAGAR BANGALORE, SRINAGAR, SRINAGAR",40.3047679,-75.8549841,20145,BNG003930,BNG003930,SAI MED & GEN STRS,560050,40.3047679,-75.8549841,40.3047679,-75.8549841,outside_india_bounding_box,,original
BNG003931,BANGALORE,KARNATAKA,560097,SRI GURU MEDICALS AND GENERAL,06 SINGAPORE ROAD N/ MUTHOOT FINANCE M S PALYA M S PALYA,1.352083,103.819836,20146,BNG003931,BNG003931,SRI GURU MEDICALS AND GENERAL,560097,1.352083,103.819836,1.352083,103.819836,outside_india_bounding_box,,original
BNG004536,BANGALORE,KARNATAKA,560032,M.K.PHARMA & GENERAL STORES,"SHOP NO.6&7,PID,NO.95-158-1N SHAMPUR MAIN ROAD 9TH CROSS,R.T.NAGAR POST, BANGALORE, 560032",35.9121811,14.4411323,20750,BNG004536,BNG004536,M.K.PHARMA & GENERAL STORES,560032,35.9121811,14.4411323,35.9121811,14.4411323,outside_india_bounding_box,,original
BNG004889,BANGALORE,KARNATAKA,560077,A.J. MEDICAL & GENERAL STORES,"31, ASHWATH NAGAR THANISANDRA TELECOM LAYOUT ROAD, BENGALURU, 560077",43.0673094,-76.083935,21104,BNG004889,BNG004889,A.J. MEDICAL & GENERAL STORES,560077,43.0673094,-76.083935,43.0673094,-76.083935,outside_india_bounding_box,,original
BNG005403,BANGALORE,KARNATAKA,560049,LIFE PHARMA & GENERAL STORE,"NO.11B,S.V.ENCLAVE PARVATHI KITHAGUNOOR MAIN RD,MEDAHALLI PA5RVATHI NAGAR.VIRGO NAGAR, BANGALORE, 560049",24.977583,55.08379,21620,BNG005403,BNG005403,LIFE PHARMA & GENERAL STORE,560049,24.977583,55.08379,24.977583,55.08379,outside_india_bounding_box,,original
BNG005614,BANGALORE,KARNATAKA,560010,SHREE SAI MED & GENL STORES,"K NO 22-37-11 SHOP NO 1 GR FLR IST CROSS K B TEMPLE ROAD RAJAJINAGAR 6TH BLOCK, RAJAJINAGAR BANGALORE, 560010",40.3047679,-75.8549841,21831,BNG005614,BNG005614,SHREE SAI MED & GENL STORES,560010,40.3047679,-75.8549841,40.3047679,-75.8549841,outside_india_bounding_box,,original
BNG005646,BANGALORE,KARNATAKA,560026,MATHRUSHREE MEDICALS,"NO.745,GF,25TH A CRS,1ST MN RD PRASHANTH NAGAR MATHRUSHREE NILAYA, BANGALORE, 560079",44.977753,-93.2650108,21863,BNG005646,BNG005646,MATHRUSHREE MEDICALS,560026,44.977753,-93.2650108,44.977753,-93.2650108,outside_india_bounding_box,,original
CAL004419,CALCUTTA,WEST BENGAL,711409,ASHALATA MEDICAL HALL,"KARTLIA HOWRAH-711409, HOWRAH-711409, W.B 0",41.7215047,44.7743175,26944,CAL004419,CAL004419,ASHALATA MEDICAL HALL,711409,41.7215047,44.7743175,41.7215047,44.7743175,outside_india_bounding_box,,original
CAL006435,CALCUTTA,WEST BENGAL,700063,S.G.C.C & RI PHARMACY,"M.G.ROAD, THAKURPUKUR, KOLKATA, WEST BENGAL",1.3669408,103.8669109,28927,CAL006435,CAL006435,S.G.C.C & RI PHARMACY,700063,1.3669408,103.8669109,1.3669408,103.8669109,outside_india_bounding_box,,original
CAL006561,CALCUTTA,WEST BENGAL,700091,BAISAKHI CHEMIST AND DRUGGIST,0 SHOP 3 BAISAKHI MARKET SALT LAKE CITY ROAD I/ BAISAKHI MARKET AG BLOCK SALT LAKE,40.7607793,-111.8910474,29055,CAL006561,CAL006561,BAISAKHI CHEMIST AND DRUGGIST,700091,40.7607793,-111.8910474,40.7607793,-111.8910474,outside_india_bounding_box,,original
CAL007500,CALCUTTA,WEST BENGAL,700107,FAST AID CHEMIST & DRUGGIST,"432,RAJDANGA MAIN ROAD P.O.ANANDAPUR P.S-KASBA KOLKATA-700 107, KOLKATA, 700107",5.6679274,-0.1643047,29989,CAL007500,CAL007500,FAST AID CHEMIST & DRUGGIST,700107,5.6679274,-0.1643047,5.6679274,-0.1643047,outside_india_bounding_box,,original
CAL007578,CALCUTTA,WEST BENGAL,700004,STARLING CHEMIST & DRUGIST,"55/1, BHUPEN BOSE AVENUE[SHYM, CHIRIAMORE, WEST BENGAL",51.4217515,-0.2078623,30067,CAL007578,CAL007578,STARLING CHEMIST & DRUGIST,700004,51.4217515,-0.2078623,51.4217515,-0.2078623,outside_india_bounding_box,,original
CHN000572,CHENNAI,TAMILNADU,600045,BALAJI MEDICALS,NO 40 SHOP NO 8 GROUND FLOOR SHANMUGAM ROAD TAMBARAM WEST CHENNAI TAMIL NADU 600045,33.921679,-117.284965,31223,CHN000572,CHN000572,BALAJI MEDICALS,600045,33.921679,-117.284965,33.921679,-117.284965,outside_india_bounding_box,,original
CHN000926,CHENNAI,TAMILNADU,603103,HEALTH @ HOME PHARMACY,"SURVEY NO:5/63,GROUND FLOOR BLOOM & GOLD COMPLEX OLD MAHABALIPURAM RD,EGATHUR-603 103,",10.3162907,-61.18073549999999,31578,CHN000926,CHN000926,HEALTH @ HOME PHARMACY,603103,10.3162907,-61.18073549999999,10.3162907,-61.18073549999999,outside_india_bounding_box,,original
CHN001443,CHENNAI,TAMILNADU,600083,SHENS PHARMACY,"OLD NO;40 NEW NO;21 VAIGAI COLONY I ST 11TH&12TH AVENUE ASHOK NAGAR, CHENNAI, TAMIL NADU 600083",52.2692615,-9.691185899999999,32095,CHN001443,CHN001443,SHENS PHARMACY,600083,52.2692615,-9.691185899999999,52.2692615,-9.691185899999999,outside_india_bounding_box,,original
CHN002363,CHENNAI,TAMILNADU,524121,SRI SATYA SAI MED. & FAN. STO,"SULLURPET, COUNTER-CASH-SALE&DELIVERY, TAMIL NADU 524121",40.3047679,-75.8549841,33015,CHN002363,CHN002363,SRI SATYA SAI MED. & FAN. STO,524121,40.3047679,-75.8549841,40.3047679,-75.8549841,outside_india_bounding_box,,original
CHN003426,CHENNAI,TAMILNADU,600119,SREE GUHAN MEDICALS/C,"DOOR NO 3,PLOT NO 1/L GROUND F SHOP NO 2&3 DEVARAJ NAGAR 1 ST VROSS STREET, SHOLINGANALLUR, 600119",30.2739199,-97.74964709999999,34079,CHN003426,CHN003426,SREE GUHAN MEDICALS/C,600119,30.2739199,-97.74964709999999,30.2739199,-97.74964709999999,outside_india_bounding_box,,original
CHN004491,CHENNAI,TAMILNADU,600010,BE WELL MN PHARMACY,"15,BANK STREET KILPAUK CHENNAI, TAMIL NADU 600010",44.977753,-93.2650108,35145,CHN004491,CHN004491,BE WELL MN PHARMACY,600010,44.977753,-93.2650108,44.977753,-93.2650108,outside_india_bounding_box,,original
DEL000163,DELHI,DELHI,110085,SHUBHAM MEDICO,NOIDA SECTOR NOIDA MAIN MKT SEC SHIV MKT,47.5514926,-101.0020119,37340,DEL000163,DEL000163,SHUBHAM MEDICO,110085,47.5514926,-101.0020119,47.5514926,-101.0020119,outside_india_bounding_box,,original
DEL000335,DELHI,DELHI,110053,LIFE CARE MEDICAL STORE,B 71 MAIN ROAD N/ JAIN MANDIR B BLOCK SHASTRI PARK,40.85617485,43.700860199999994,37514,DEL000335,DEL000335,LIFE CARE MEDICAL STORE,110053,40.85617485,43.700860199999994,40.85617485,43.700860199999994,outside_india_bounding_box,,original
DEL000429,DELHI,DELHI,110043,KAMAL MEDICAL CENTRE,1472/1 MAIN ROAD O/ DESU OFFICE SAINI MOHALLA NAJAFGARH,30.3098386,60.6559899,37608,DEL000429,DEL000429,KAMAL MEDICAL CENTRE,110043,30.3098386,60.6559899,30.3098386,60.6559899,outside_india_bounding_box,,original
DEL000450,DELHI,DELHI,110042,HARI OM MEDICOSE,MAIN ROAD N SUNIL GENRAL STORE BADLI VILLAGE BADLI VILLAGE,31.672882350000002,-4.920217950000001,37629,DEL000450,DEL000450,HARI OM MEDICOSE,110042,31.672882350000002,-4.920217950000001,31.672882350000002,-4.920217950000001,outside_india_bounding_box,,original
DEL000507,DELHI,DELHI,110085,SUNNY MEDICOS,"C-5/37,SHOP NO. 34,NEAR VIDHY A JAIN SCHOOL,SECTOR-6,ROHINI DELHI.85.M-9711944980,",24.8416259,67.0573228,37686,DEL000507,DEL000507,SUNNY MEDICOS,110085,24.8416259,67.0573228,24.8416259,67.0573228,outside_india_bounding_box,,original
DEL000621,DELHI,DELHI,110040,VEENU MEDICAL STORE,"NARELA DELHI 9810587583, MONDAY(S,N,J.P, MONDAY(S,N,J.P",32.5237278,107.67062695,37800,DEL000621,DEL000621,VEENU MEDICAL STORE,110040,32.5237278,107.67062695,32.5237278,107.67062695,outside_india_bounding_box,,original
DEL000683,DELHI,DELHI,110094,DEEPAK MEDICOSE,A D D A MARKET MAIN ROAD N MOTHER DAIRY GOKULPURI GOKULPURI,41.5062913,37.9395276,37862,DEL000683,DEL000683,DEEPAK MEDICOSE,110094,41.5062913,37.9395276,41.5062913,37.9395276,outside_india_bounding_box,,original
DEL000877,DELHI,DELHI,110094,PANCHAL MEDICOSE,A406 MANGAL BAZAR ROAD O/ SRI RAM SWEET AMAR COLONY GOKULPURI,40.1581245,38.593553750000005,38054,DEL000877,DEL000877,PANCHAL MEDICOSE,110094,40.1581245,38.593553750000005,40.1581245,38.593553750000005,outside_india_bounding_box,,original
DEL001096,DELHI,DELHI,110084,SOHAIL MEDICOS,A GALI NO WAZIRABAD VILLAGE DELHI WAZIRABAD AV,40.27377805,37.0635408,38272,DEL001096,DEL001096,SOHAIL MEDICOS,110084,40.27377805,37.0635408,40.27377805,37.0635408,outside_india_bounding_box,,original
DEL001097,DELHI,DELHI,110030,NEW ERA MEDICOSE,MAIN MARKET ROAD N U K PAINT FACTORY MAIN MARKET SULTANPUR SULTANPUR,41.9361152,36.864252199999996,38274,DEL001097,DEL001097,NEW ERA MEDICOSE,110030,41.9361152,36.864252199999996,41.9361152,36.864252199999996,outside_india_bounding_box,,original
DEL002619,DELHI,DELHI,110059,VARSHA MEDICOS,"MAIN BINDA PUR ROAD,CHANKYA PLACE,N.D-59,",48.9737456,-97.2478954,39799,DEL002619,DEL002619,VARSHA MEDICOS,110059,48.9737456,-97.2478954,48.9737456,-97.2478954,outside_india_bounding_box,,original
DEL003010,DELHI,DELHI,110053,JAIN MEDICAL STORE,C MAIN ROAD O JAIN SAADEE STORE MAIN ROAD USMANPUR,38.8778026,-103.1311617,40189,DEL003010,DEL003010,JAIN MEDICAL STORE,110053,38.8778026,-103.1311617,38.8778026,-103.1311617,outside_india_bounding_box,,original
DEL003254,DELHI,DELHI,110030,SWEETY MEDICAL STORE,MAIN MARKET ROAD SULTANPUR N U K PAINT FACTORY MAIN MARKET SULTANPUR SULTANPUR,55.378051,-3.435973,40432,DEL003254,DEL003254,SWEETY MEDICAL STORE,110030,55.378051,-3.435973,55.378051,-3.435973,outside_india_bounding_box,,original
DEL003483,DELHI,DELHI,110033,R S MEDICOSE,A A BLOCK ROAD N JINDAL CLINIC JAHANGIRPURI JAHANGIRPURI,51.6396874,-0.0478812,40661,DEL003483,DEL003483,R S MEDICOSE,110033,51.6396874,-0.0478812,51.6396874,-0.0478812,outside_india_bounding_box,,original
DEL003733,DELHI,DELHI,110043,SWAMI SAMATH MEDICOS,"SHOP NO 1 A 42/43 A KHASRA NO INDRA PARK NAZAF GARG,",32.0106646,44.3265272,40911,DEL003733,DEL003733,SWAMI SAMATH MEDICOS,110043,32.0106646,44.3265272,32.0106646,44.3265272,outside_india_bounding_box,,original
DEL004267,DELHI,DELHI,110059,SHRI GANESH PHARMACY,"C-1/149, MADHU VIHAR, NEAR SAI BABA MANDIR NAVJEEVAN ROAD,ND-59,",48.9737456,-97.2478954,41443,DEL004267,DEL004267,SHRI GANESH PHARMACY,110059,48.9737456,-97.2478954,48.9737456,-97.2478954,outside_india_bounding_box,,original
DEL004912,DELHI,DELHI,110094,SAIFI PHARMACY,"BHURE BHAI PROPERTY, HOUSE NO 147, BLOCK D GALI NO 4, NEHRU ST, KABIR NAGAR, SHAHDARA, NEW DELHI, DELHI 110032",33.8943364,35.5093242,42088,DEL004912,DEL004912,SAIFI PHARMACY,110094,33.8943364,35.5093242,33.8943364,35.5093242,outside_india_bounding_box,,original
DEL006002,DELHI,DELHI,110006,FRIENDS MEDICOS,NO. FIRST FLOOR CENTRAL BANK BUILDING BHAGIRATH PALACE DELHI (NEAR AC MKT AND CENTRAL BANK),12.879721,121.774017,43177,DEL006002,DEL006002,FRIENDS MEDICOS,110006,12.879721,121.774017,12.879721,121.774017,outside_india_bounding_box,,original
DEL006324,DELHI,DELHI,110053,PARIS MEDICOSE,GALI NO GALI NO N INDRA CHOWK JAFRABAD JAFRABAD,48.856614,2.3522219,43499,DEL006324,DEL006324,PARIS MEDICOSE,110053,48.856614,2.3522219,48.856614,2.3522219,outside_india_bounding_box,,original
DEL006348,DELHI,DELHI,110042,BHAGWATI MEDICOS,"SHOP NO 3/4 HOUSE 53 MAIN ROAD MUKUNDPUR,",-34.0453079,18.4632248,43523,DEL006348,DEL006348,BHAGWATI MEDICOS,110042,-34.0453079,18.4632248,-34.0453079,18.4632248,outside_india_bounding_box,,original
DEL006592,DELHI,DELHI,110032,POOJA MEDICAL STORE(V.N),"32/64,GURUDWARA ROAD,BHIKAM SINGH COLONY,VISHWAS NAGAR DELHI-110032, VISHWAS NGR DJ-03",14.058324,108.277199,43767,DEL006592,DEL006592,POOJA MEDICAL STORE(V.N),110032,14.058324,108.277199,14.058324,108.277199,outside_india_bounding_box,,original
DEL006814,DELHI,DELHI,110015,MONIKA MEDICOSE,B-2 MARKET ROAD N/ DURGA MANDIR B B BLOCK MOTI NAGAR,-36.8798263,174.7905435,43988,DEL006814,DEL006814,MONIKA MEDICOSE,110015,-36.8798263,174.7905435,-36.8798263,174.7905435,outside_india_bounding_box,,original
DEL007304,DELHI,DELHI,110018,KHALSA MEDICOS,"SHOP NO 1 WZ 41 D GALI NO 7 NEAR GURDWARA SINGH SABA GURU NANAK NAGAR NEW DELHI, VN(49), VN(49) SAHIB PURA",10.0861281,106.0169971,44478,DEL007304,DEL007304,KHALSA MEDICOS,110018,10.0861281,106.0169971,10.0861281,106.0169971,outside_india_bounding_box,,original
DEL008320,DELHI,DELHI,110034,SETH MEDICAL STORE,E-671 RING ROAD N/ CNG PUMP SHAKARPUR J J COLONY,46.891557,21.7534361,45493,DEL008320,DEL008320,SETH MEDICAL STORE,110034,46.891557,21.7534361,46.891557,21.7534361,outside_india_bounding_box,,original
DEL008527,DELHI,DELHI,110049,V-CARE PHARMACYMORE,"SHOP NO-1 H. NO-252 SHAHPUR JAT NEW DELHI,",42.3004887,-71.4077842,45698,DEL008527,DEL008527,V-CARE PHARMACYMORE,110049,42.3004887,-71.4077842,42.3004887,-71.4077842,outside_india_bounding_box,,original
DEL008813,DELHI,DELHI,110058,SHRI SHYAM MEDICAL STORE,"A-1 BLOCK DHARAMPURA NZF NEAR BY SHREE BALAJI MEDICOS, MON ME(2) MON PLM(1)",-43.54026289999999,172.5648473,45984,DEL008813,DEL008813,SHRI SHYAM MEDICAL STORE,110058,-43.54026289999999,172.5648473,-43.54026289999999,172.5648473,outside_india_bounding_box,,original
DEL009194,DELHI,DELHI,110034,MAGGO MEDICOSPP,"WZ-1079, GROUND FLOOR MIDDLE SHOP, RANI BAGH, NJ, NJ",40.0583238,-74.4056612,46365,DEL009194,DEL009194,MAGGO MEDICOSPP,110034,40.0583238,-74.4056612,40.0583238,-74.4056612,outside_india_bounding_box,,original
DEL009445,DELHI,DELHI,110075,ARPANA MEDICAL STORE,"118/30 DHARAM VIHAR KHORA, UT, UT",30.2849185,-97.7340567,46615,DEL009445,DEL009445,ARPANA MEDICAL STORE,110075,30.2849185,-97.7340567,30.2849185,-97.7340567,outside_india_bounding_box,,original
DEL009983,DELHI,DELHI,110049,IQRA MEDICOS,"B-30, GALINO. 9 20FT. ROAD (NEAR BILAL MASJID),",48.0038702,9.7717941,47153,DEL009983,DEL009983,IQRA MEDICOS,110049,48.0038702,9.7717941,48.0038702,9.7717941,outside_india_bounding_box,,original
DEL010020,DELHI,DELHI,110019,G.C.MEDICAL CENTRE COSMATIC,"RZ-175A/15 TUGLAKABAD EXTN NEW DELHI-110019,",-27.920858,153.3874812,47190,DEL010020,DEL010020,G.C.MEDICAL CENTRE COSMATIC,110019,-27.920858,153.3874812,-27.920858,153.3874812,outside_india_bounding_box,,original
DEL010501,DELHI,DELHI,110027,MEDICURE CENTRE CHEMIST,"D-484,TAGORE GARDEN,",-33.9190933,151.0320845,47671,DEL010501,DEL010501,MEDICURE CENTRE CHEMIST,110027,-33.9190933,151.0320845,-33.9190933,151.0320845,outside_india_bounding_box,,original
DEL010646,DELHI,DELHI,110044,NUS MEDICOS,"BADARPUR,",1.2966426,103.7763939,47816,DEL010646,DEL010646,NUS MEDICOS,110044,1.2966426,103.7763939,1.2966426,103.7763939,outside_india_bounding_box,,original
HYD000008,HYDERABAD,TELANGANA,500003,VENKATA SAI MED&GEN STOR,"SAINATHPURAM 30-265/19/C6, SECUNDRABAD,",40.3047679,-75.8549841,48802,HYD000008,HYD000008,VENKATA SAI MED&GEN STOR,500003,40.3047679,-75.8549841,40.3047679,-75.8549841,outside_india_bounding_box,,original
HYD000027,HYDERABAD,TELANGANA,500028,SULTAN (CHEMISTS & DRUGGIST),D.NO.ATO S MADINA RESIDENCYNANAL NAGARHYD NANAL NAGAR.HYD NANAL NAGAR.HYD,40.8876158,-73.9840215,48821,HYD000027,HYD000027,SULTAN (CHEMISTS & DRUGGIST),500028,40.8876158,-73.9840215,40.8876158,-73.9840215,outside_india_bounding_box,,original
HYD000127,HYDERABAD,TELANGANA,500080,TULASI MEDICAL & GENERAL STORE,"1-1-524,GROUND FLOOR R.R.ARCADE GANDHI NAGAR, HYD, HYDERABAD, ANDHRA PRADESH 5000",51.5614063,0.1243533,48919,HYD000127,HYD000127,TULASI MEDICAL & GENERAL STORE,500080,51.5614063,0.1243533,51.5614063,0.1243533,outside_india_bounding_box,,original
